sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,no_sale_com,no_sale_prod,onix_annoucement_date,onix_availabilitycode,onix_browse_inside,onix_category,onix_contributors_key,onix_contributors_list,onix_contributor_author,onix_contributor_editor,onix_contributor_forwardby,onix_contributor_inhouseeditor,onix_contributor_translator,onix_ean13,onix_ebook_amazon,onix_ebook_apple,onix_ebook_google,onix_ebook_kobo,onix_ebook_nook,onix_format,onix_format_description,onix_height,onix_illustrations,onix_imprint,onix_news_reviews,onix_numberofpages,onix_onsaledate,onix_oos_message,onix_packquantity,onix_product_family,onix_publicationdate,onix_raw_availabilitycode,onix_sortdate,onix_sorttitle,onix_subtitle,onix_suppliername,onix_width,options_container,package_id,page_layout,price,required_options,roost_free_projects,shambhala_extras,shambhala_product_message,sham_topic,shipping_qty,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,subtitle,sub_title,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,volume_weight,weight,zen_about_artist,zen_artist_firstname,zen_artist_lastname,zen_artist_life,zen_dimensions,zen_display_description,zen_forsale,zen_purchase_ref,zen_scroll_notes,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,Books/Buddhism/Pema Chodron ,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781590309766-2.png,,2,0
,,,,Authors/A-F/Pema Chodron,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781590308523,,Default,downloadable,Books/Philosophy & Religion/Ken Wilber,Shambhala Catalog,base,,,,2013-02-16 00:31:11,,,,,"<p>In a breathtaking trip from the Big Bang to the Postmodern world we inhabit, Ken Wilber examines the universe and our place in it&mdash;and comes up with an accessible and entertaining account of how it all fits together. Along the way he sheds light not only on the great cosmic questions but on various contentious issues of our day, such as environmental ethics, gender relations, multiculturalism, and even the meaning of the Internet. <i>A Brief History of Everything</i> is the perfect introduction to the great Integral thinker at his wise and witty best.  </p><p>5 hours 45 minutes; abridged.</p>",,,1,/9/7/9781590308523.png,,,,,,,,,Use config,Use config,A Brief History of Everything,,,,No,,Available,,PHILOSOPHY / General,Wilber|Wachowski|,"<dt>By</dt><dd>Ken Wilber</dd>
<dt>Contributions by</dt><dd>Lana Wachowski</dd>
",<li>Ken Wilber</li>,,,,,9781590308523,,,,,,MP3,,,,Shambhala Audio,<p>&quot;A clarion call for seeing the world as a whole.&quot; &mdash;<i>San Francisco Chronicle</i></p>,,03/11/2008,OUT OF STOCK: Available for back-order.,,1224,,20,20080311,Brief History of Everything,,,,Block after Info Column,,,14.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/A%20Brief%20History%20of%20Everything.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,5,/9/7/9781590308523-2.png,,2017-01-19 16:30:05,a-brief-history-of-everything,a-brief-history-of-everything-2967.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781590308523.png,,1,0
,,,,Formats/Audiobooks,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781590308523-2.png,,2,0
,,,,Authors/U-Z/Ken Wilber,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781590308530,,Default,downloadable,Formats/Audiobooks,Shambhala Catalog,base,,,,2013-02-16 00:40:37,,,,,"<p><i>Comfortable with Uncertainty </i>offers short, stand-alone teachings designed to help us cultivate compassion and awareness amid the challenges of daily living. Gleaned from Pema Ch&ouml;dr&ouml;n&#39;s best-selling books, these passages explore topics of loving-kindness, mindfulness, ""nowness,"" letting go, and working with painful emotions. They also offer meditation instructions for heightening awareness and overcoming habitual patterns that block happiness. By the end of the cycle of teachings, the listener will have completed the basic training for becoming a ""warrior-bodhisattva,"" one who courageously takes up the path of awakening compassion.  </p><p>3 &frac12; hours, unabridged.</p>",,,1,/9/7/9781590308530.png,,,,,,,,,Use config,Use config,Comfortable with Uncertainty,,,,No,,Available,,RELIGION / Buddhism / Tibetan,Chodron|Rotte|,"<dt>By</dt><dd>Pema Chodron</dd>
<dt>Read by</dt><dd>Joanna Rotte</dd>
",<li>Pema Chodron</li>,,,,,9781590308530,,,,,,MP3,,,,Shambhala Audio,"<p>&quot;Gently, conversationally, and with humor, <i>Comfortable with Uncertainty</i> offers strategies for seeing and thinking differently. For many people the approach is nothing less than transformational. &quot;&mdash;<i>Boston Globe</i></p>",,07/15/2008,OUT OF STOCK: Available for back-order.,,2100,,20,20080715,Comfortable with Uncertainty,108 Teachings on Cultivating Fearlessness and Compassion,,,Block after Info Column,,,17.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/Comfortable%20with%20Uncertainty.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,5,/9/7/9781590308530-2.png,,2016-09-02 16:30:53,comfortable-with-uncertainty,comfortable-with-uncertainty-2968.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781590308530.png,,1,0
,,,,Books/Buddhism/Pema Chodron ,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781590308530-2.png,,2,0
,,,,Authors/A-F/Pema Chodron,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781590308547,,Default,downloadable,Formats/Audiobooks,Shambhala Catalog,base,,,,2013-02-16 00:49:26,,,,,"<p>Life has a way of provoking us with traffic jams and computer malfunctions, with emotionally distant partners and crying children&mdash;and before we know it, we&#39;re upset. We feel terrible, and then we end up saying and doing things that only make matters worse. But it doesn&#39;t have to be that way, says Pema Ch&ouml;dr&ouml;n. It is possible to relate constructively to the inevitable shocks, losses, and frustrations of life so that we can find true happiness. The key, Pema explains, is not biting the ""hook"" of our habitual responses. In this recorded weekend retreat, Pema draws on Buddhist teachings from <i>The Way of the Bodhisattva </i>to reveal how we can:  <ul>   <li>stay centered in the midst of difficulty</li>   <li>improve stressful relationships</li>   <li>step out of the downward spiral of self-hatred   <br></li>   <li>awaken compassion for ourselves and others   <br></li> </ul>3 hours</p>",,,1,/9/7/9781590308547.png,,,,,,,,,Use config,Use config,Don't Bite the Hook,,,,No,,Available,,RELIGION / Buddhism / Tibetan,Chodron|,"<dt>By</dt><dd>Pema Chodron</dd>
",<li>Pema Chodron</li>,,,,,9781590308547,,,,,,MP3,,,,Shambhala Audio,,,07/10/2007,OUT OF STOCK: Available for back-order.,,2209,,20,20070710,Don't Bite the Hook,"Finding Freedom from Anger, Resentment, and Other Destructive Emotions",,,Block after Info Column,,,14.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/Don't%20Bite%20the%20Hook.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,5,/9/7/9781590308547-2.png,,2016-09-02 16:31:11,don-t-bite-the-hook,don-t-bite-the-hook-2969.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781590308547-2.png,,1,0
,,,,Books/Buddhism/Pema Chodron ,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781590308547.png,,2,0
,,,,Authors/A-F/Pema Chodron,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781590309117,,Default,downloadable,Formats/Audiobooks,Shambhala Catalog,base,,,,2013-02-16 00:57:14,,,,,"<p>Fear and guilt are two of the greatest challenges we face on the spiritual path&mdash;but there is a way to transform these painful feelings into courageous self-acceptance. Here Pema Ch&ouml;dr&ouml;n presents the five aphorisms for developing fearlessness that were given to Machig Lapdronma, one of Tibetan Buddhism&#39;s greatest female teachers. Pema comments on these aphorisms, holds question-and-answer sessions, and leads guided meditations to help us:  <ul>   <li> overcome shame and guilt </li>   <li> remain courageous in the face of pain </li>   <li> transform our relationships with difficult people </li>   <li> increase our feelings of generosity and compassion </li> </ul> </p><p>This program also includes a card with the five aphorisms and study.  </p><p>5 hours</p>",,,1,/9/7/9781590309117.png,,,,,,,,,Use config,Use config,The Fearless Heart,,,,No,,Available,,RELIGION / Buddhism / Tibetan,Chodron|,"<dt>By</dt><dd>Pema Chodron</dd>
",<li>Pema Chodron</li>,,,,,9781590309117,,,,,,MP3,,,,Shambhala Audio,"<p>&quot;Excellent production. Ch&ouml;dr&ouml;n has a remarkable knack for making spiritual practices simultaneously insightful and funny. Though her performance is live (complete with guided meditations and questions and answers), her explanations are astonishingly clear, direct, and provocative; indeed, their unguarded, unrehearsed quality makes them more attractive. &quot;&mdash;<i>AudioFile</i></p>",,07/06/2010,OUT OF STOCK: Available for back-order.,,2432,,20,20100706,Fearless Heart,The Practice of Living with Courage and Compassion,,,Block after Info Column,,,24.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/Fearless%20Heart%20audio%20sample.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,5,/9/7/9781590309117-2.png,,2016-09-02 16:30:33,the-fearless-heart,the-fearless-heart-2970.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781590309117.png,,1,0
,,,,Books/Buddhism/Pema Chodron ,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781590309117-2.png,,2,0
,,,,Authors/A-F/Pema Chodron,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781611801088,,Default,downloadable,Formats/Audiobooks,Shambhala Catalog,base,,,,2013-02-16 01:00:37,,,,,"<p>We live in difficult times. Life sometimes seems like a roiling and turbulent river threatening to drown us. Why, in the face of that, shouldn&rsquo;t we cling for safety to the certainty of the shore&mdash;to our comfortably familiar patterns and habits? Because, Pema Ch&ouml;dr&ouml;n teaches, that kind of fear-based clinging leads only to even greater suffering.  </p><p>In this recorded retreat, based on the program Living Beautifully with Uncertainty and Change held at Omega Institute, Pema Ch&ouml;dr&ouml;n and her teaching assistant, Meg Wheatley, provide a wealth of wisdom for learning to step right into the river: to be completely, fearlessly present even in the hardest times, the most difficult situations.  It&rsquo;s the secret of being fully alive. The teachings and practices they present includes:  <ul>   <li>A teaching based on a Native American prophecy for cultivating the ability to take nothing personally </li>   <li>A guided meditation for developing patience in the midst of irritation </li>   <li>Tips for accessing your innate strength and confidence&mdash;simply by altering your posture </li> </ul> </p><p>4 &frac12; hours</p>",,,1,/9/7/9781611801088.png,,,,,,,,,Use config,Use config,Fully Alive,,,,No,,Available,,RELIGION / Buddhism / Tibetan,Chodron|Chödrön|,"<dt>By</dt><dd>Pema Chodron</dd>
<dt>By</dt><dd>Pema Chödrön</dd>
",<li>Pema Chodron</li><li>Pema Chödrön</li>,,,,,9781611801088,,,,,,MP3,,,,Shambhala Publications,,,11/13/2012,OUT OF STOCK: Available for back-order.,,2642,,20,20121113,Fully Alive,A Retreat with Pema Chodron on Living Beautifully with Uncertainty and Change,,,Block after Info Column,,,22.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/Fully Alive Sample.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,5,/9/7/9781611801088-2.png,,2016-09-02 16:30:21,fully-alive,fully-alive-2971.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781611801088.png,,1,0
,,,,Books/Buddhism/Pema Chodron ,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781611801088-2.png,,2,0
,,,,Authors/A-F/Pema Chodron,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781590308561,,Default,downloadable,Books/Psychology & Personal Growth/David Richo,Shambhala Catalog,base,,,,2013-02-16 01:26:48,,,,,"<p>Intimacy is one of the great powers and joys of life, yet all too often it gets clouded by miscommunication, a loss of affection, and a lack of mutual support. Here therapist David Richo shows us how to use mindfulness to better understand ourselves and our partners so that we can:<ul><br><li>Increase our capacity to give and receive love by recognizing how our past relationships affect our current life</li><br><li>Improve physical and emotional intimacy by embracing the five hallmarks of loving relationships</li><br><li>Resolve conflicts by constructively working with anger, grief, and blame</li><br><li>Move from needy, ego-centered love to unconditional love by addressing fears of engulfment or abandonment</li><br><li>Discover how relationships can be a path to spiritual awakening by practicing mindfulness and loving-kindness</li><br></ul><br>3 hours</p>",,,1,/9/7/9781590308561.png,,,,,,,,,Use config,Use config,Making Love Last,,,,No,,Available,,SELF-HELP / Personal Growth / General,Richo|,"<dt>By</dt><dd>David Richo</dd>
",<li>David Richo</li>,,,,,9781590308561,,,,,,MP3,,,,Shambhala Audio,"<p>&quot;David Richo&#39;s rich understanding of romantic relationships ties adult connection problems to childhood losses. His formulations sound more profound and soothing&mdash;more heart-centered and Buddha-like&mdash;than standard social science. With his vocal sincerity and warm connection with his live audience obvious throughout the recording, this is a presentation that people in all committed relationships can savor and grow with. &quot;&mdash;<i>AudioFile</i></p>",,10/14/2008,OUT OF STOCK: Available for back-order.,,2311,,20,20081014,Making Love Last,How to Sustain Intimacy and Nurture Genuine Connection,,,Block after Info Column,,,14.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/Making Love Last.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,5,/9/7/9781590308561-2.png,,2016-09-02 16:30:49,making-love-last,making-love-last-2972.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781590308561.png,,1,0
,,,,Formats/Audiobooks,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781590308561-2.png,,2,0
,,,,Authors/O-T/David Richo,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781611801095,,Default,downloadable,Books,Shambhala Catalog,base,,,,2013-02-16 01:36:05,,,,,"<p>In her previous books, Pema Ch&ouml;dr&ouml;n offered the compelling vision of becoming a ""spiritual warrior""&mdash;cultivating compassion, courage, and wisdom under all circumstances. Her vision of enlightened living has resonated strongly with readers from many backgrounds, resulting in cumulative sales of more than a million copies. Here, she goes beyond introducing and inspiring readers to showing them exactly how they can each become a bodhisattva, or one who exemplifies kindness, caring, and fearlessness. In this audiobook, read by Joanna Rott&eacute;, Pema presents the time-tested spiritual program that guides her own life. <i>No Time to Lose</i> is a commentary on the core Buddhist text <i>The Way of the Bodhisattva</i> (<i>Bodhicharyavatara</i>), written in the eighth century by the Indian Buddhist sage Shantideva. This text outlines a ten-stage path toward becoming a bodhisattva. Drawing on examples from everyday life, Pema&#39;s fresh and accessible commentary shows us how this timeless spiritual path is open and available to all of us.  </p><p>11&frac12; hours. Unabridged.</p>",,,1,/9/7/9781611801095.png,,,,,,,,,Use config,Use config,No Time to Lose,,,,No,,Available,,RELIGION / Buddhism / Tibetan,Chodron|,"<dt>By</dt><dd>Pema Chodron</dd>
",<li>Pema Chodron</li>,,,,,9781611801095,,,,,,MP3,,,,Shambhala Audio,"<p>&quot;<i>No Time to Lose</i> represents the fruition of Ch&ouml;dr&ouml;n&rsquo;s years of practice and study: a traditional commentary in which passages from <i>The Way of the Bodhisattva</i> are interspersed with her ever-approachable and pithy instructions for daily life. &quot;&mdash;<i>Parabola</i></p><p>&quot;In this ambitious and profound work, Ch&ouml;dr&ouml;n hits high stride, creating a wide-ranging, accessible, and soul-stirring commentary on the classic Buddhist text <i>The Way of the Bodhisattva</i>. &quot;&mdash;<i>Spirituality and Health</i></p><p>&quot;Narrator Joanna Rott&eacute; is a student of Buddhism and puts her experience to good use here, capturing crucial nuances of the text and clearly presenting them to listeners. Rott&eacute;&rsquo;s performance projects calm, but possesses enough energy to convey the author&rsquo;s calls to action, as well as a motherly tone that evokes nurturing and balance. &quot;&mdash;<i>Publishers Weekly  </i></p>",,03/12/2013,OUT OF STOCK: Available for back-order.,,2028,,20,20130312,No Time to Lose,A Timely Guide to the Way of the Bodhisattva,,,Block after Info Column,,,49.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/No%20Time%20to%20Lose%20Sample.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,5,/9/7/9781611801095-2.png,,2016-09-02 16:30:19,no-time-to-lose,no-time-to-lose-2973.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781611801095.png,,1,0
,,,,Formats/Audiobooks,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781611801095-2.png,,2,0
,,,,Books/Buddhism/Pema Chodron ,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Authors/A-F/Pema Chodron,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
